CGDID	A19ID	GeneName
C4_04230W_A	orf19.1427	
C4_04240C_A	orf19.1426	
C4_04250W_A	orf19.1424	
C4_04260C_A	orf19.1422	FZO1
C4_04270W_A	orf19.1421	
C4_04280C_A	orf19.1420	
C4_04290W_A	orf19.1418	SEC15
C4_04300C_A	orf19.1417	
C4_04310W_A	orf19.1416	COX11
C4_04320W_A	orf19.1415	FRE10
C4_04330C_A	orf19.1414	
C4_04340C_A	orf19.1413	YFH1
C4_04350W_A	orf19.1412	
C4_04360W_A	orf19.1411	
C4_04370C_A	orf19.1409	VAC7
C4_04380C_A	orf19.1409.2	
C4_04390W_A	orf19.1409.1	
C4_04400C_A	orf19.1409.3	
C4_04410C_A	orf19.3846	LYS4
C4_04420W_A	orf19.3845	FGR3
C4_04430W_A	orf19.3844	MRP8
C4_04440W_A	orf19.3843	
C4_04450C_A	orf19.3841	ATG1
C4_04460C_A	orf19.3840	SAK1
C4_04470W_A	orf19.3839	SAP10
C4_04480C_A	orf19.3838	EFB1
C4_04490C_A	snR18	
C4_04500C_A	orf19.3836	
C4_04510W_A	orf19.3833	
C4_04520W_A	orf19.3831	
C4_04530C_A	orf19.3829	PHR1
C4_04540C_A	orf19.3828	
C4_04550C_A	orf19.3827	OMA1
C4_04560C_A	orf19.3826	
C4_04570W_A	orf19.3825	RCE1
C4_04580W_A	orf19.3823	ZDS1
C4_04590W_A	orf19.3822	SCS7
C4_04600C_A	orf19.3821	
C4_04620C_A	orf19.3820	
C4_04630C_A	orf19.3819	
C4_04640C_A	orf19.3818	GOA1
C4_04650W_A	orf19.3817	
C4_04660C_A	orf19.3815	
C4_04670C_A	orf19.3813	
C4_04680C_A	tQ(UUG)5	tQ(UUG)5
C4_04690C_A	tQ(UUG)4	tQ(UUG)4
C4_04700W_A	orf19.3812	SSZ1
C4_04710W_A	orf19.3811	GYP1
C4_04720W_A	orf19.3810	
C4_04730W_A	orf19.3809	BAS1
C4_04740W_A	tI(AAU)4	tI(AAU)4
C4_04750W_A	orf19.3806	
C4_04760C_A	orf19.3804	
C4_04770C_A	orf19.3803	MNN22
C4_04780W_A	orf19.3802	PMT6
C4_04790W_A	orf19.3801	FAV1
C4_04800W_A	orf19.3799	
C4_04810C_A	orf19.3798	
C4_04820C_A	orf19.3797	
C4_04830W_A	orf19.3796	DCR1
C4_04840C_A	orf19.3795	AGP3
C4_04850C_A	orf19.3794	CSR1
C4_04860W_A	orf19.3793	
C4_04870C_A	orf19.3792	
C4_04880W_A	orf19.3791	FGR10
C4_04890C_A	orf19.3789	RPL24A
C4_04900W_A	orf19.3788.1	RPL30
C4_04910C_A	orf19.3788	SPC34
C4_04920W_A	orf19.3787	
C4_04930C_A	orf19.3785	
C4_04940W_A	orf19.3784	
C4_04950W_A	orf19.3783	
C4_04970C_A	orf19.3782.2	
C4_04980W_A	orf19.3782	
C4_04990C_A	orf19.3781	
C4_05000W_A	orf19.3780	
C4_05010W_A	orf19.3778	
C4_05020W_A	orf19.3777	IMG2
C4_05030C_A	orf19.3775	SSK2
C4_05040W_A	orf19.3774.1	
C4_05050C_A	orf19.3774	PPG1
C4_05060W_A	orf19.3773	CDL1
C4_05070C_A	orf19.3770	ARG8
C4_05080C_A	orf19.3769	
C4_05090C_A	orf19.736	SRB8
C4_05100C_A	orf19.738	MYO5
C4_05110C_A	orf19.740	HAP41
C4_05120C_A	orf19.741	
C4_05130C_A	orf19.742	ALD6
C4_05140C_A	orf19.744	GDB1
C4_05150W_A	orf19.745	VAC8
C4_05160C_A	orf19.746	
C4_05170C_A	orf19.747	NBP35
C4_05180C_A	orf19.748	
C4_05190C_A	orf19.6858	EDC3
C4_05200C_A	orf19.6859	
C4_05210W_A	orf19.6860	
C4_05220C_A	orf19.6861	
C4_05230C_A	orf19.6862	
C4_05240C_A	orf19.6863	VPH1
C4_05250W_A	orf19.6864	
C4_05260W_A	orf19.2631	
C4_05270C_A	orf19.2630	RAD59
C4_05280W_A	orf19.2629	USO1
C4_05290W_A	orf19.1291	ABZ1
C4_05300W_A	orf19.1290	XKS1
C4_05310W_A	orf19.1789	
C4_05320W_A	orf19.1789.1	LYS1
C4_05330C_A	orf19.1791	
C4_05340W_A	orf19.1792	
C4_05350W_A	orf19.1793	
C4_05360C_A	orf19.1794	
C4_05370W_A	orf19.1795	PUF3
C4_05380C_A	orf19.1795.1	
C4_05390W_A	orf19.1796	
C4_05400C_A	orf19.1797	
C4_05420C_A	orf19.1798	TSC2
C4_05430C_A	orf19.1799	GAP5
C4_05440C_A	orf19.1800	
C4_05450C_A	orf19.1801	CBR1
C4_05460C_A	orf19.1802	OFD1
C4_05530W_A	orf19.1234	FGR6-10
C4_05540W_A	orf19.1235	HOM3
C4_05550C_A	orf19.1236	GVP36
C4_05560C_A	orf19.1237	ARO9
C4_05570C_A	orf19.1238	TUB4
C4_05580C_A	orf19.1239	
C4_05590W_A	orf19.1240	
C4_05600W_A	orf19.1244	GYP2
C4_05610C_A	orf19.1246	
C4_05620C_A	orf19.1247	
C4_05630W_A	orf19.1248	
C4_05640C_A	orf19.1249	
C4_05650W_A	orf19.1250	
C4_05660C_A	orf19.1251	BRN1
C4_05670W_A	orf19.1252	YME1
C4_05680W_A	orf19.1253	PHO4
C4_05690W_A	orf19.1254	SEC23
C4_05700W_A	orf19.1255	ZCF5
C4_05720W_A	orf19.1257	
C4_05730W_A	orf19.1258	
C4_05740C_A	orf19.1259	
C4_05750C_A	orf19.1260	LEA1
C4_05760W_A	orf19.1261	CGT1
C4_05770C_A	orf19.1263	CFL1
C4_05780C_A	orf19.1264	CFL2
C4_05790W_A	orf19.1265	
C4_05800C_A	orf19.1266	
C4_05810W_A	orf19.1267	
C4_05820W_A	orf19.1267.1	
C4_05830W_A	orf19.1268	
C4_05840W_A	orf19.1270	FRE3
C4_05850C_A	orf19.1272	
C4_05860W_A	orf19.1273	
C4_05870C_A	orf19.1274	
C4_05880W_A	orf19.1275	GAT1
C4_05890W_A	orf19.1276	
C4_05900C_A	orf19.1277	
C4_05910C_A	orf19.4403	VPS11
C4_05920C_A	orf19.4404	PGA49
C4_05940W_A	orf19.4405	PPS1
C4_05950C_A	tT(UGU)2	tT(UGU)2
C4_05960W_A	orf19.4406	NIF3
C4_05970W_A	orf19.4407	
C4_05980C_A	orf19.4409	
C4_05990W_A	tS(UGA)2	tS(UGA)2
C4_06000W_A	orf19.4410	ALG1
C4_06010C_A	orf19.4411	HOS1
C4_06020C_A	orf19.4412	
C4_06030W_A	orf19.4413	CMD1
C4_06040W_A	orf19.4414	
C4_06050W_A	orf19.4415	MED3
C4_06060W_A	orf19.4416	VPS13
C4_06070C_A	orf19.4418	FMT1
C4_06080W_A	orf19.4418.1	
C4_06090C_A	orf19.4420	
C4_06100W_A	orf19.4719	CWH41
C4_06110C_A	orf19.4718	TRP5
C4_06120W_A	orf19.4716	GDH3
C4_06130W_A	orf19.4715	
C4_06140C_A	orf19.2923	
C4_06150C_A	orf19.2922	
C4_06160W_A	orf19.2921	
C4_06170C_A	orf19.2920	
C4_06180C_A	SNRNAU4	
C4_06190C_A	orf19.2919	MPH1
C4_06200W_A	orf19.2917.1	
C4_06210C_A	orf19.2917	
C4_06220C_A	orf19.2916	
C4_06230C_A	orf19.2915	
C4_06240W_A	orf19.2914	
C4_06250C_A	orf19.2911	SEC3
C4_06260W_A	orf19.2910	PGA43
C4_06270C_A	orf19.2909	ERG26
C4_06280C_A	orf19.2908	
C4_06290W_A	orf19.2907.1	
C4_06300C_A	orf19.2907	PGA42
C4_06310C_A	orf19.2906	PGA41
C4_06320C_A	orf19.2905	
C4_06340W_A	orf19.2903	AGO1
C4_06350C_A	orf19.2901	NUP60
C4_06360C_A	orf19.2899	
C4_06370C_A	orf19.2898	
C4_06380W_A	orf19.2897	SOU2
C4_06390W_A	orf19.2896	SOU1
C4_06400C_A	orf19.2895	VMA8
C4_06410W_A	orf19.2893	
C4_06420W_A	orf19.2892	
C4_06430C_A	orf19.2891	
C4_06440C_A	orf19.2890	
C4_06450W_A	orf19.2889	
C4_06460C_A	orf19.2888	
C4_06470W_A	orf19.2887	
C4_06480C_A	orf19.2886	CEK1
C4_06490C_A	orf19.2885	PRI2
C4_06500W_A	orf19.2884	CDC68
C4_06510C_A	orf19.2883	CSO99
C4_06520W_A	snR10b	
C4_06530C_A	orf19.2882	XUT1
C4_06540W_A	orf19.2881	MNN4
C4_06550C_A	orf19.2879	IFF5
C4_06560W_A	orf19.2878	PGA15
C4_06570C_A	orf19.2877	PDC11
C4_06580W_A	orf19.2876	CBF1
C4_06590W_A	orf19.2875	
C4_06600W_A	orf19.2873	TOP2
C4_06610C_A	orf19.2871	SDH12
C4_06620C_A	orf19.2870	
C4_06630C_A	orf19.2869	
C4_06640C_A	orf19.2868	
C4_06650W_A	orf19.2867	
C4_06660W_A	orf19.2866	
C4_06670W_A	orf19.3142	
C4_06680C_A	orf19.3141	
C4_06690C_A	orf19.3140.1	
C4_06700W_A	orf19.3140	
C4_06710W_A	orf19.3139	
C4_06720W_A	orf19.3138	NOP1
C4_06730C_A	orf19.3136	
C4_06740C_A	orf19.3135	
C4_06750C_A	orf19.3134	
C4_06760W_A	orf19.3133	GUT2
C4_06770W_A	orf19.3132	
C4_06780C_A	orf19.3131	OYE32
C4_06790W_A	orf19.3130	
C4_06800W_A	orf19.3129	
C4_06810C_A	orf19.3128	
C4_06820C_A	orf19.3127	CZF1
C4_06830C_A	orf19.3126	CCT6
C4_06840W_A	orf19.3125	
C4_06850C_A	orf19.3124	
C4_06860C_A	orf19.3123.2	
C4_06870W_A	orf19.3123	RPT5
C4_06880C_A	orf19.3122.2	
C4_06890W_A	orf19.3122	ARR3
C4_06900W_A	orf19.3121	GST1
C4_06910W_A	orf19.3120	
C4_06920C_A	orf19.3117	CSA2
C4_06930C_A	orf19.3116	EXM2
C4_06940C_A	orf19.3115	
C4_06950W_A	orf19.3114	
C4_06960W_A	orf19.3113	
C4_06970C_A	orf19.3112	ZRT1
C4_06980W_A	orf19.3111	PRA1
C4_06990W_A	orf19.3110	MNN46
C4_07000W_A	orf19.3109	
C4_07010C_A	orf19.3108	
C4_07020C_A	orf19.3107	
C4_07030W_A	orf19.3106	MET16
C4_07040W_A	orf19.3105	
C4_07050W_A	orf19.3104	YDC1
C4_07060W_A	orf19.3103	
C4_07070W_A	orf19.3102	CTA6
C4_07080C_A	orf19.3100	
C4_07090C_A	orf19.3099	TRP4
C4_07100C_A	orf19.3098	
C4_07110C_A	orf19.3097	PDA1
C4_07120C_A	orf19.3093	MSH2
C4_07130W_A	orf19.3091	
C4_07140W_A	orf19.3089	
C4_07150W_A	orf19.3088	
C4_07160W_A	orf19.3087.2	
C4_07170C_A	orf19.3087.1	
C4_07180W_A	orf19.3087	UBI3
C4_07190W_A	orf19.3086	SEC10
C4_07200C_A	orf19.3083	
C4_07210W_A	orf19.3084	
C4_07220C_A	orf19.3080	
C4_07230C_A	orf19.3077	VID21
C4_07240W_A	orf19.3076	
C4_07250C_A	orf19.3074	TLO10
C4_07260W_A	orf19.3073	
C5_00010W_A	orf19.5700	TLO11
C5_00030W_A	orf19.5698	
C5_00040C_A	orf19.5693	
C5_00050W_A	orf19.5694	
C5_00060C_A	orf19.5692	
C5_00070W_A	orf19.5691	CDC11
C5_00080C_A	orf19.5689	
C5_00090C_A	orf19.5688	
C5_00100C_A	orf19.5686	
C5_00110C_A	orf19.5685	THS1
C5_00120W_A	orf19.5684.1	
C5_00130C_A	orf19.5684	
C5_00140C_A	orf19.5683	
C5_00150C_A	orf19.5682	
C5_00160W_A	orf19.5681	
C5_00170W_A	orf19.5680	
C5_00180W_A	orf19.980	AFL1
C5_00190C_A	orf19.979	FAS1
C5_00200C_A	orf19.978	BDF1
C5_00210C_A	orf19.976	BRE1
C5_00220W_A	orf19.974	ROT2
C5_00230C_A	orf19.972	
C5_00240W_A	orf19.971	SKN7
C5_00250C_A	orf19.970	
C5_00260W_A	orf19.969	
C5_00270W_A	orf19.968	PGA14
C5_00280C_A	orf19.967	
C5_00290W_A	orf19.966	DUS4
C5_00300C_A	orf19.964	SMC4
C5_00310C_A	orf19.962	
C5_00320W_A	orf19.961.2	
C5_00330C_A	orf19.956	
C5_00340W_A	orf19.955	
C5_00350C_A	orf19.954	
C5_00360C_A	tS(CAG)1	tS(CAG)1
C5_00370W_A	orf19.953.1	COF1
C5_00380W_A	orf19.952	
C5_00390C_A	orf19.951	
C5_00400C_A	orf19.949	
C5_00410W_A	orf19.948	
C5_00420C_A	orf19.947	MRP17
C5_00430W_A	orf19.946	MET14
C5_00440C_A	orf19.945	VPS2
C5_00450C_A	orf19.944	IFG3
C5_00460C_A	orf19.943	FET33
C5_00470C_A	orf19.942	KRE62
C5_00480C_A	orf19.941	SEC14
C5_00490C_A	orf19.940	BUD2
C5_00500W_A	orf19.939	NAM7
C5_00510W_A	orf19.938	
C5_00520W_A	orf19.937	
C5_00530W_A	orf19.936	
C5_00540C_A	orf19.935	AGA1
C5_00550C_A	orf19.934	
C5_00560W_A	orf19.933	
C5_00570W_A	orf19.932	
C5_00580W_A	orf19.931	
C5_00590W_A	orf19.930	PET9
C5_00600C_A	orf19.929	
C5_00610C_A	orf19.928	
C5_00620W_A	orf19.927	
C5_00630C_A	orf19.926	EXO1
C5_00640C_A	orf19.925	SAM51
C5_00650C_A	orf19.923	THR1
C5_00660C_A	orf19.922	ERG11
C5_00670C_A	orf19.921	HMS1
C5_00680W_A	orf19.920	RMT2
C5_00690C_A	orf19.567	TFB3
C5_00700C_A	orf19.568	SPE2
C5_00710W_A	orf19.570	IFF8
C5_00730W_A	orf19.575	HYR3
C5_00740W_A	orf19.576	CTF8
C5_00750C_A	orf19.577	
C5_00760W_A	orf19.578	
C5_00770C_A	orf19.579	FOL1
C5_00780C_A	orf19.580	
C5_00790C_A	orf19.581	
C5_00800C_A	orf19.583	
C5_00810C_A	orf19.584	
C5_00820W_A	orf19.585	
C5_00830C_A	orf19.586	ERV46
C5_00840W_A	orf19.587	
C5_00850C_A	orf19.588	
C5_00860W_A	orf19.1981	IMP2
C5_00870C_A	orf19.1980	GIT4
C5_00880C_A	orf19.1979	GIT3
C5_00890C_A	orf19.1978	GIT2
C5_00900C_A	orf19.1977	URA4
C5_00910C_A	orf19.1976	TRX2
C5_00920W_A	orf19.1975	
C5_00930C_A	orf19.1974	TFS1
C5_00940C_A	orf19.1973	HAP5
C5_00950C_A	orf19.1972	
C5_00960W_A	tE(UUC)4	tE(UUC)4
C5_00970W_A	tE(UUC)3	tE(UUC)3
C5_00980W_A	orf19.1971	TRY3
C5_00990W_A	tQ(CUG)1	tQ(CUG)1
C5_01000C_A	orf19.1970	
C5_01010W_A	orf19.1969	CCW14
C5_01020C_A	orf19.1968.1	
C5_01030W_A	snR32a	
C5_01040W_A	orf19.1968	
C5_01050C_A	orf19.1967	
C5_01060C_A	orf19.1966	BUD23
C5_01070C_A	orf19.1964	
C5_01080C_A	orf19.1963	GDS1
C5_01090C_A	orf19.1961	
C5_01100C_A	orf19.1960	CLN3
C5_01110W_A	orf19.1959	
C5_01120W_A	orf19.1958	
C5_01130W_A	orf19.1957	CYC3
C5_01140C_A	orf19.1956	
C5_01150C_A	snR189c	
C5_01160C_A	snR69	
C5_01170W_A	orf19.1955	
C5_01180W_A	orf19.1954	PUS4
C5_01190W_A	orf19.1953	
C5_01200W_A	orf19.1950	
C5_01210W_A	orf19.1949	VPS1
C5_01220W_A	orf19.1948	
C5_01230C_A	orf19.1946	
C5_01240W_A	orf19.1945	AUR1
C5_01250W_A	orf19.1944	GPR1
C5_01260W_A	orf19.1943	
C5_01270W_A	orf19.1942	SGE1
C5_01280C_A	orf19.1941	NUF2
C5_01290C_A	orf19.1940	
C5_01300C_A	orf19.1939	
C5_01310W_A	orf19.1938	
C5_01320W_A	orf19.1936	SNF1
C5_01330W_A	orf19.1935	
C5_01340W_A	orf19.1934	HST3
C5_01350W_A	orf19.1933	
C5_01360W_A	orf19.1932	CFL4
C5_01380W_A	orf19.1930	CFL5
C5_01390C_A	orf19.1927	SNM1
C5_01400W_A	orf19.1926	SEF2
C5_01410C_A	orf19.4131	
C5_01420W_A	orf19.4132	
C5_01430C_A	orf19.4133	
C5_01440C_A	orf19.4134	
C5_01450W_A	orf19.4135	PRC2
C5_01460W_A	orf19.4136	YBL053
C5_01470C_A	orf19.4142	
C5_01480W_A	orf19.4143	FYV5
C5_01490C_A	orf19.4144	
C5_01500C_A	orf19.4145	ZCF20
C5_01510W_A	orf19.4146	SMD3
C5_01520C_A	orf19.4147	GLR1
C5_01530C_A	orf19.4148	
C5_01540W_A	orf19.4149.1	
C5_01550C_A	orf19.4149	
C5_01560C_A	orf19.4150	
C5_01570C_A	orf19.4151	SPO1
C5_01580C_A	orf19.4152	CEF3
C5_01590W_A	orf19.4153	
C5_01600C_A	orf19.6298	SPB4
C5_01610W_A	orf19.6297	
C5_01620C_A	orf19.6296	VPS22
C5_01640W_A	orf19.6295	MAS2
C5_01650C_A	orf19.6294	MYO1
C5_01670W_A	orf19.3208	DAL52
C5_01680C_A	orf19.3207	CCN1
C5_01690C_A	orf19.3206	CCT7
C5_01700W_A	orf19.3205	
C5_01710C_A	orf19.3204	
C5_01720C_A	orf19.3203	RCY1
C5_01730W_A	orf19.3202	
C5_01740C_A	orf19.3201	MTLA1
C5_01750C_A	orf19.3200	MTLA2
C5_01760C_A	orf19.3199	PIKA
C5_01770C_A	orf19.3198	OBPA
C5_01780W_A	orf19.3197	PAP1
C5_01790C_A	orf19.3196	
C5_01800C_A	orf19.3195	HIP1
C5_01810W_A	orf19.3193	FCR3
C5_01820W_A	orf19.3192	STI1
C5_01830C_A	orf19.3190	HAL9
C5_01840C_A	orf19.3188	TAC1
C5_01850C_A	orf19.3187	ZNC1
C5_01860W_A	orf19.3186	
C5_01870W_A	orf19.3185	
C5_01880C_A	orf19.3184	
C5_01890W_A	orf19.3183	
C5_01900C_A	orf19.3181.1	
C5_01910W_A	orf19.3182	GIS2
C5_01920C_A	orf19.3180	
C5_01930W_A	orf19.3178	
C5_01940W_A	orf19.3177	
C5_01950C_A	orf19.3176	RIM21
C5_01960C_A	orf19.3175	
C5_01970C_A	orf19.3174	CDC24
C5_01980C_A	orf19.3173	
C5_01990W_A	orf19.3172	
C5_02000C_A	orf19.3171	ACH1
C5_02010C_A	orf19.3170	
C5_02020C_A	orf19.3169	
C5_02030W_A	orf19.3168	RPN8
C5_02040W_A	orf19.3167	
C5_02050W_A	orf19.3166	
C5_02060W_A	orf19.3163	
C5_02070C_A	orf19.3161	
C5_02080C_A	orf19.3160	HSP12
C5_02090W_A	orf19.3159.4	
C5_02110W_A	orf19.4216	
C5_02120C_A	orf19.4219	RIX7
C5_02130W_A	orf19.4217	
C5_02140C_A	orf19.4220	
C5_02150C_A	orf19.4221	ORC4
C5_02160W_A	orf19.4222	SST2
C5_02170C_A	orf19.4223	GCD11
C5_02180C_A	orf19.4225	LEU3
C5_02190C_A	orf19.4225.1	
C5_02200W_A	orf19.4227	
C5_02210W_A	orf19.4228	
C5_02220C_A	orf19.4229	
C5_02230W_A	orf19.4230	
C5_02240W_A	orf19.4231	PTH2
C5_02260C_A	orf19.4232	PTH1
C5_02270W_A	orf19.4233	THR4
C5_02280C_A	orf19.4234	
C5_02290W_A	orf19.4235	PDE1
C5_02300C_A	orf19.4236	RET2
C5_02310C_A	orf19.4239	
C5_02320C_A	orf19.4240	
C5_02330W_A	orf19.4241	
C5_02340C_A	orf19.4242	CST20
C5_02350C_A	orf19.4243	
C5_02360C_A	orf19.4244	
C5_02370C_A	orf19.4245	
C5_02380W_A	orf19.4246	
C5_02390C_A	orf19.4247	
C5_02400W_A	orf19.4248	
C5_02410C_A	orf19.4250	
C5_02430W_A	orf19.4251	ZCF22
C5_02440C_A	orf19.4252	
C5_02450W_A	orf19.4253	
C5_02460C_A	orf19.4255	ECM331
C5_02470W_A	orf19.4257	INT1
C5_02480W_A	orf19.4258	
C5_02490C_A	orf19.4261	TIF5
C5_02500C_A	orf19.4262	
C5_02510C_A	orf19.4263	
C5_02520W_A	orf19.4264	
C5_02530W_A	orf19.4265	UAP1
C5_02540C_A	orf19.4266	SPR28
C5_02550C_A	orf19.4268	UTP13
C5_02560C_A	orf19.4269	
C5_02570W_A	orf19.4270	MNN13
C5_02580W_A	orf19.4271	
C5_02590C_A	orf19.4273	
C5_02600W_A	orf19.4274	PUT1
C5_02610C_A	orf19.4275	RAD9
C5_02620C_A	orf19.4278	
C5_02630C_A	orf19.4279	MNN1
C5_02640W_A	orf19.4280	
C5_02650C_A	orf19.4282	IFH1
C5_02660C_A	orf19.4283	
C5_02670W_A	orf19.4284	BUR2
C5_02680W_A	orf19.4286	
C5_02690W_A	orf19.4287	
C5_02700W_A	orf19.4288	CTA7
C5_02710W_A	orf19.4290	TRR1
C5_02720W_A	orf19.4292	PEP12
C5_02730C_A	orf19.4293	
C5_02740W_A	orf19.4294	
C5_02750C_A	orf19.4295	
C5_02760W_A	orf19.4297	CKB2
C5_02770W_A	orf19.4299	MSW1
C5_02780W_A	orf19.4301	
C5_02790C_A	orf19.4304	GAP1
C5_02800C_A	orf19.4305	
C5_02810W_A	orf19.4305.1	
C5_02820C_A	orf19.4306	
C5_02830W_A	orf19.4307	
C5_02840C_A	orf19.4308	HSL1
C5_02850W_A	snR10c	
C5_02860C_A	orf19.4309	GRP2
C5_02870C_A	orf19.4310	
C5_02890W_A	orf19.4311	YNK1
C5_02900W_A	orf19.4312	
C5_02910C_A	orf19.4315	GYP8
C5_02920W_A	orf19.4316	
C5_02930C_A	orf19.4317	GRE3
C5_02940C_A	orf19.4318	MIG1
C5_02950C_A	orf19.4320	
C5_02960C_A	orf19.4321	
C5_02970W_A	orf19.4322	DAP2
C5_02980C_A	orf19.4323	
C5_02990W_A	orf19.4324	
C5_03000C_A	orf19.4325	
C5_03010W_A	orf19.4326	
C5_03020W_A	orf19.4328	CCC2
C5_03030W_A	orf19.4330	
C5_03040W_A	orf19.4332	
C5_03050C_A	orf19.4334	PGA58
C5_03060C_A	orf19.4335	TNA1
C5_03070W_A	orf19.4336	RPS5
C5_03080C_A	orf19.4337	
C5_03090W_A	orf19.4339	VPS4
C5_03100C_A	orf19.4340	
C5_03110C_A	orf19.4340.1	
C5_03120W_A	orf19.4341	
C5_03130W_A	orf19.4342	SUT1
C5_03140C_A	orf19.4346	
C5_03150W_A	orf19.4347	
C5_03160W_A	orf19.4348	MED14
C5_03170C_A	orf19.4349	
C5_03210C_A	orf19.2657	
C5_03240W_A	orf19.2655	BUB3
C5_03250W_A	orf19.2654	RMS1
C5_03260C_A	orf19.2653	
C5_03270W_A	orf19.2652	TEF4
C5_03280W_A	orf19.2651	CAM1-1
C5_03290C_A	orf19.2650.1	
C5_03300C_A	orf19.2650	
C5_03310C_A	orf19.2649	PCL1
C5_03320C_A	orf19.2647	ZCF14
C5_03330C_A	orf19.2646	ZCF13
C5_03340W_A	orf19.2645	
C5_03350W_A	orf19.2644	QCR2
C5_03360W_A	orf19.2643	RPO26
C5_03370C_A	orf19.2642	
C5_03380W_A	orf19.2641	ARP1
C5_03390C_A	orf19.2640	FUR1
C5_03400C_A	orf19.2639.1	
C5_03410C_A	orf19.2639	
C5_03420W_A	tE(UUC)5	tE(UUC)5
C5_03430W_A	orf19.2638	
C5_03440W_A	orf19.2638.1	
C5_03450W_A	snR40	
C5_03460C_A	orf19.2637	
C5_03470C_A	orf19.6654	
C5_03480C_A	orf19.6656	
C5_03490C_A	orf19.6658	
C5_03500W_A	orf19.6659	GAP6
C5_03510C_A	orf19.6660	
C5_03520W_A	orf19.6661	
C5_03530C_A	orf19.6662	
C5_03540C_A	orf19.6663	RPS25B
C5_03550W_A	orf19.6665	
C5_03560W_A	orf19.6667	
C5_03570W_A	orf19.6668	
C5_03580C_A	orf19.6670	CAC2
C5_03590W_A	orf19.6671	LAP4
C5_03600W_A	orf19.6672	MDJ1
C5_03610W_A	orf19.6673	HEX1
C5_03620W_A	orf19.6674	BTS1
C5_03630C_A	orf19.6675	
C5_03640W_A	orf19.6676	
C5_03650C_A	orf19.6678	
C5_03670C_A	orf19.6679	
C5_03680W_A	orf19.6680	FGR27
C5_03690W_A	orf19.6681	
C5_03700C_A	orf19.1124.2	
C5_03710C_A	orf19.1124	
C5_03720C_A	orf19.1123	
C5_03730W_A	orf19.1122	
C5_03740W_A	orf19.1121	
C5_03750W_A	orf19.1120	FAV2
C5_03760C_A	orf19.1119	MTR10
C5_03770C_A	orf19.1117	
C5_03780C_A	orf19.1116	
C5_03790W_A	orf19.1115	GUK1
C5_03800W_A	orf19.1114	
C5_03810C_A	orf19.1113	
C5_03820C_A	orf19.1112	BUD7
C5_03830C_A	orf19.1111	
C5_03840W_A	orf19.1110	
C5_03850W_A	orf19.1109	
C5_03860W_A	orf19.1108	HAM1
C5_03870C_A	orf19.1107	
C5_03880C_A	orf19.1106	
C5_03890C_A	orf19.1105.3	
C5_03900W_A	orf19.1105.2	PGA56
C5_03910C_A	orf19.1105	
C5_03920C_A	orf19.3220	
C5_03930C_A	orf19.3219	
C5_03940C_A	orf19.3218	
C5_03950W_A	orf19.3216	
C5_03960W_A	orf19.3215	
C5_03970W_A	orf19.3214	
C5_03980W_A	orf19.3213	
C5_03990W_A	orf19.3212	MID1
C5_04000W_A	orf19.3211	RFC3
C5_04010C_A	orf19.3210	
C5_04020C_A	orf19.3209	FGR42
C5_04030W_A	orf19.1287	
C5_04040C_A	orf19.1286	
C5_04050W_A	orf19.1285	
C5_04060C_A	orf19.1283	MEC1
C5_04070C_A	orf19.1282	CKS1
C5_04080C_A	orf19.1281	
C5_04090C_A	orf19.1280	SUI1
C5_04100W_A	orf19.1279	CDS1
C5_04110W_A	orf19.3893	SCW11
C5_04120C_A	orf19.3894	
C5_04130C_A	orf19.3895	CHT2
C5_04140W_A	orf19.3897	
C5_04150C_A	orf19.3898	
C5_04160W_A	orf19.3899	SDC1
C5_04170W_A	orf19.3900	
C5_04180W_A	orf19.3901	
C5_04190W_A	orf19.3902	MRV2
C5_04200W_A	orf19.3903	MRV3
C5_04210C_A	orf19.3904	MRV4
C5_04220W_A	orf19.3905	MRV5
C5_04230W_A	orf19.3906	MRV6
C5_04240C_A	orf19.3907	
C5_04250W_A	orf19.3908	MRV8
C5_04260W_A	orf19.3910	
C5_04270C_A	orf19.3911	SAH1
C5_04280C_A	orf19.3912	GLN3
C5_04290C_A	orf19.3914	
C5_04300C_A	orf19.3915	
C5_04310W_A	orf19.3916	
C5_04320C_A	orf19.3919	
C5_04330W_A	orf19.3919.1	
C5_04340W_A	orf19.3920	
C5_04350C_A	orf19.3921	
C5_04360C_A	orf19.3922	
C5_04370C_A	orf19.3923	PGA37
C5_04380C_A	orf19.3924	
C5_04390C_A	orf19.3925	
C5_04400W_A	orf19.3926	RNY11
C5_04410C_A	orf19.3928	
C5_04420W_A	orf19.3929	
C5_04430C_A	orf19.3930	YUH2
C5_04440C_A	orf19.3931	SFC1
C5_04460C_A	orf19.3931.2	
C5_04470C_A	orf19.3932	
C5_04480C_A	orf19.3932.1	
C5_04490C_A	orf19.3934	CAR1
C5_04500W_A	orf19.3935	
C5_04510W_A	orf19.3936	GDE1
C5_04520W_A	orf19.3937	TIP41
C5_04530W_A	orf19.3938	
C5_04540C_A	orf19.3940	
C5_04550W_A	orf19.3939	
C5_04560C_A	orf19.3940.1	CUP1
C5_04570C_A	orf19.3941	URA7
C5_04580C_A	orf19.3942	
C5_04590C_A	orf19.3942.1	RPL43A
C5_04600C_A	orf19.3944	GRR1
C5_04610W_A	orf19.3945	
C5_04620C_A	orf19.3946	
C5_04630W_A	orf19.3947	
C5_04640C_A	orf19.3949	
